nom_fichier,texte_brut,y_centre,x_gauche,est_un_prix,confiance_ocr,categorie_cible
fake_augmented_entr_5,iËSIVe COLOR ARELL,879.0,329.7,False,0.76,Entretien
fake_augmented_entr_6,[SS|Ve CQLoRR AIL,867.4,646.0,False,0.8,Entretien
fake_augmented_entr_7,IIeS5lV CClQR aR|,1098.5,277.2,False,0.32,Entretien
fake_augmented_entr_8,LeSSIvE COLoR ARIEEII,1142.5,402.3,False,0.22,Entretien
fake_augmented_entr_9,lESSIVE COLOR * aRIEl,883.8,473.9,False,0.28,Entretien
fake_augmented_entr_10,LESSSIVE COLOR ARIEL,983.8,264.5,False,0.15,Entretien
fake_augmented_entr_11,LSSiVé COloR ArLE1,787.6,362.1,False,0.89,Entretien
fake_augmented_entr_12,. LLÈSSIVE OloR ARIIEL,1164.4,418.6,False,0.25,Entretien
fake_augmented_entr_13,LESSIVE COLOR ARIEL,1009.9,277.0,False,0.38,Entretien
fake_augmented_entr_14,LÈs$IVE COLOR AREL,776.4,577.0,False,0.27,Entretien
fake_augmented_entr_0,PASTT1lLEs IESSIVE S,1108.2,250.7,False,0.09,Entretien
fake_augmented_entr_1,PPASTILlEs lêssIVEsK1,816.8,468.0,False,0.74,Entretien
fake_augmented_entr_2,PaStILLES LESSIVE sKiP,995.4,298.0,False,0.03,Entretien
fake_augmented_entr_3,paSt|LlE5 ÈsS|VE SK,996.7,686.4,False,0.63,Entretien
fake_augmented_entr_4,4StiLLÊs LES$IVE KKIP ?,1198.4,522.8,False,0.52,Entretien
fake_augmented_entr_5,PA5TILLeS LESIVE $KIP,829.5,559.0,False,0.71,Entretien
fake_augmented_entr_6,PÂSTILLLeSS LESsIvE sKIP,957.8,652.0,False,0.93,Entretien
fake_augmented_entr_7,ppÂ5TILè$ [S5Iv sK|,793.4,376.5,False,0.13,Entretien
fake_augmented_entr_8,PASTiLLESS LÉSSIVE SKIP,1187.6,652.7,False,0.46,Entretien
fake_augmented_entr_9,PA$TiLLE LEsS|e SKIP,1013.1,522.0,False,0.22,Entretien
fake_augmented_entr_10,STIILES LëSSIVEsK,1147.8,522.0,False,0.19,Entretien
fake_augmented_entr_11,paStILLES LeSSIvE SS,715.1,414.4,False,0.1,Entretien
fake_augmented_entr_12,PAsTIlLES LESSIE SKIP,748.7,433.3,False,0.74,Entretien
fake_augmented_entr_13,PASTILLES LESSIVE SKIP,1110.6,253.6,False,0.85,Entretien
fake_augmented_entr_14,PASTILLE LeSSIVe SKIP,1132.2,301.1,False,0.96,Entretien
fake_augmented_entr_0,LE$SiVe BBE AM8REE SOLaRE,867.5,681.6,False,0.98,Entretien
fake_augmented_entr_1,LESSIVE EBE AMBRe SOLAIRE,757.4,347.6,False,0.34,Entretien
fake_augmented_entr_2,LESSIVE BEBE AAMBRE SOLAIRE,1159.0,267.6,False,0.65,Entretien
fake_augmented_entr_3,LESive BEBE AMBRE SOLAIRE,853.6,641.4,False,0.65,Entretien
fake_augmented_entr_4,LESIVE BE6 AMBrE SOLAIRE,1113.9,385.5,False,0.34,Entretien
fake_augmented_entr_5,LESSIVE BEBE AAMMBRE SOLAA,908.2,339.8,False,0.32,Entretien
fake_augmented_entr_6,LESsIVE BEBE AMBRE SOLAIRE,994.4,415.3,False,0.29,Entretien
fake_augmented_entr_7,LESSIIVE BeBE AMBRE $QLAIRE,1105.0,652.0,False,0.37,Entretien
fake_augmented_entr_8,LE5SSIVe BeBe AmBR S,974.8,302.0,False,0.13,Entretien
fake_augmented_entr_9,LesSIVE E8e AMBrE SO,917.0,442.4,False,0.73,Entretien
fake_augmented_entr_10,1ËSSIVEBEBE aaMBBRE SôôLAIRE,712.8,524.1,False,0.8,Entretien
fake_augmented_entr_11,LESSiV BËBE 4MBRE S0LA,1175.0,659.8,False,0.63,Entretien
fake_augmented_entr_12,LESSIVe BEBBE AMBRe,1030.6,644.9,False,0.05,Entretien
fake_augmented_entr_13,1ESSiVE BBE AMMBRE SOL41E,1083.0,278.6,False,0.07,Entretien
fake_augmented_entr_14,LESsIvE BeBE AMBRE SOL4IrE,1117.2,266.4,False,0.69,Entretien
fake_augmented_entr_0,LIQuidE : vAsSELLe FAiirY,763.4,485.0,False,0.65,Entretien
fake_augmented_entr_1,LiqUiDE VISSE1LE F4Ir,927.2,328.2,False,0.75,Entretien
fake_augmented_entr_2,LIQQUIDE VAISSE11E FAiRY,989.3,407.0,False,0.64,Entretien
fake_augmented_entr_3,LIQû|DE VaiSSeLLLE F,740.2,356.3,False,0.22,Entretien
fake_augmented_entr_4,LQUIDE VAISSELLE FAIRY,891.7,553.6,False,0.17,Entretien
fake_augmented_entr_5,LIQUIDE VaISSElLE,1028.6,373.6,False,0.47,Entretien
fake_augmented_entr_6,L1QUlDE VAISSELlE F,1081.5,545.3,False,0.68,Entretien
fake_augmented_entr_7,LIQUIDE V4ISSEELLE FAIRY,906.4,402.9,False,0.91,Entretien
fake_augmented_entr_8,L|quIdE VAISSELLÉ FaaIRY,1185.2,275.2,False,0.57,Entretien
fake_augmented_entr_9,LIQUIIDE VAISSELLE FAIRY,1083.2,603.6,False,0.85,Entretien
fake_augmented_entr_10,LIQUIDE VAIISSELlE FIRY,1152.6,450.6,False,0.88,Entretien
fake_augmented_entr_11,LIQUIDE VAIS5ELLE FAIRRY,1029.1,340.8,False,0.18,Entretien
fake_augmented_entr_12,1IQuQEE V4ISsé[LE F4Ir /,1154.5,369.3,False,0.33,Entretien
fake_augmented_entr_13,lIQU1DE V@sSELE FAiRY,919.9,585.2,False,0.66,Entretien
fake_augmented_entr_14,lIqqUIdE vAIS$ELLE F,895.5,337.0,False,0.83,Entretien
fake_augmented_entr_0,LIQIDE VAISSELlE P4IC,749.3,292.7,False,0.96,Entretien
fake_augmented_entr_1,LIQuIdE VA|SSELLE PAIc,831.7,572.1,False,0.54,Entretien
fake_augmented_entr_2,lIQUIDE vAIS5ELIE,732.7,573.5,False,0.57,Entretien
fake_augmented_entr_3,LQUDDE # Vî$elLEP@|C,999.9,508.3,False,0.88,Entretien
fake_augmented_entr_4,LQuIDË V4ISSLLePaIC,875.9,492.0,False,0.82,Entretien
fake_augmented_entr_5,LiQUiiDE VA15SELL1E PPAIC,717.8,465.5,False,0.13,Entretien
fake_augmented_entr_6,LIqquIDE VAIISSSELLEPAiiC,970.7,352.1,False,0.41,Entretien
fake_augmented_entr_7,LIQE VASSELL P,750.7,502.8,False,0.89,Entretien
fake_augmented_entr_8,LIQUIDe VAIISSELE PAIC,1126.8,602.9,False,0.41,Entretien
fake_augmented_entr_9,LIQQUIDE VAisSELLE PAICC,732.3,278.3,False,0.35,Entretien
fake_augmented_entr_10,LIQU|DE VAISSELLLE PAIC,855.3,528.3,False,0.61,Entretien
fake_augmented_entr_11,LIQUIDË VAiS$ELLLE PAI,1087.9,696.8,False,0.45,Entretien
fake_augmented_entr_12,LIQIDÊ VAIsSELe P4ic,740.3,646.7,False,0.51,Entretien
fake_augmented_entr_13,L1QUIIDDEvaIs5ElE p@Ic -,851.0,368.2,False,0.92,Entretien
fake_augmented_entr_14,L|QuuiDe V@15SÉLLee _ pA|c,933.3,589.2,False,0.86,Entretien
fake_augmented_entr_0,TaBBLETTES LAVEE VAISSELLEFINISH,951.0,458.4,False,0.7,Entretien
fake_augmented_entr_1,Taa8LÉTTES LAve VAAISSElLEE F|nIH,886.8,452.4,False,0.83,Entretien
fake_augmented_entr_2,TABLETTES LAE VAISSELLE FINI$H,1100.6,274.5,False,0.84,Entretien
fake_augmented_entr_3,TaBLETTEs L@VE VAISSELLE FiNISH,976.4,362.7,False,0.53,Entretien
fake_augmented_entr_4,TaBLETTES LAVE VAISSELLE FINISH,1143.5,642.5,False,0.1,Entretien
fake_augmented_entr_5,TABLEETTÊS LAVE V4ISSE1LE FINISH,1071.3,438.7,False,0.34,Entretien
fake_augmented_entr_6,TABLETTES LaVE VAlSSeLLE FINI,1120.6,611.6,False,0.4,Entretien
fake_augmented_entr_7,tABLETTE LAvv VAiS5ÉÉLË FNI5H,1153.0,341.8,False,0.18,Entretien
fake_augmented_entr_8,TABLETTES L4Ve VAIISSELLLE FINiSH,962.5,519.8,False,0.12,Entretien
fake_augmented_entr_9,TABLETTES LAVe aISSELLE FFINISH,794.0,549.6,False,0.94,Entretien
fake_augmented_entr_10,TAB[ETTTES LAVEE VAISSELLE FIN,1005.9,292.1,False,0.26,Entretien
fake_augmented_entr_11,TABETTES LAvE VÀIsSElLE FINI$H,976.1,402.6,False,0.54,Entretien
fake_augmented_entr_12,TaBLETTES LAVE VAISSELLE fINISH,1066.6,683.0,False,0.64,Entretien
fake_augmented_entr_13,TaBLLeTTEs LVe VAISSELFINISH,1089.5,574.1,False,0.53,Entretien
fake_augmented_entr_14,TA8LETTES : LAVE V@ISSELlE,1192.6,601.1,False,0.35,Entretien
fake_augmented_entr_0,PROdUIT SOL AJAX,1176.6,650.7,False,0.13,Entretien
fake_augmented_entr_1,PRo0UIt SOI AJ,707.5,466.9,False,0.43,Entretien
fake_augmented_entr_2,PRODUIT soL AJJaX,1147.9,448.3,False,0.6,Entretien
fake_augmented_entr_3,PRQDüIT SOL 4,737.2,550.5,False,0.31,Entretien
fake_augmented_entr_4,PRODUIT SOL ÀJAX *,926.8,565.1,False,0.41,Entretien
fake_augmented_entr_5,PrQDU1T 5OI AJ@x ?,953.7,381.3,False,0.15,Entretien
fake_augmented_entr_6,PPRODUT SOl AJaX,865.9,455.5,False,0.06,Entretien
fake_augmented_entr_7,PrODUIT SOL AJA,1174.8,501.4,False,0.04,Entretien
fake_augmented_entr_8,PRODUiT SOL aJAX,765.8,465.1,False,0.28,Entretien
fake_augmented_entr_9,PRODUIT SOL AJAX,734.6,252.5,False,0.35,Entretien
fake_augmented_entr_10,PRDUI SOL AJAx,743.5,455.2,False,0.78,Entretien
fake_augmented_entr_11,PRDUI SOOL A,833.4,305.0,False,0.72,Entretien
fake_augmented_entr_12,PRODUIT SQL ajAX,1052.5,417.5,False,0.52,Entretien
fake_augmented_entr_13,PRODUIT SOL ÀJAX,757.6,597.1,False,0.67,Entretien
fake_augmented_entr_14,PRODUiT S0L AAJAX,1047.3,473.5,False,0.04,Entretien
fake_augmented_entr_0,NEtTOYaNT MENAGER MR PROpRE,774.1,263.7,False,0.72,Entretien
fake_augmented_entr_1,NeTT0aN7 mmenA6EERR MR PROppRE,1091.7,488.1,False,0.5,Entretien
fake_augmented_entr_2,NETTOYANT MENAGER MR PROPRE,730.9,261.6,False,0.54,Entretien
fake_augmented_entr_3,NETTOYANT MENAGER MR PRORe,963.6,520.9,False,0.09,Entretien
fake_augmented_entr_4,! NETTOYANT MeNAGER MRR PROPRE,790.3,630.2,False,0.78,Entretien
fake_augmented_entr_5,nE+T0y4NT MEaCCE mR pQPRe,855.3,310.5,False,0.33,Entretien
fake_augmented_entr_6,NE7TOYAnT MENAGER MR P,1150.6,429.2,False,0.22,Entretien
fake_augmented_entr_7,? NËTtOYaNT MENAGER MR PPROPRE,1181.8,569.7,False,0.19,Entretien
fake_augmented_entr_8,NETtYÄNT MNAGEr MR PrOPRE,885.5,640.4,False,0.71,Entretien
fake_augmented_entr_9,NETToY@NT MMEnAGËR _ MR PROPRe,938.8,480.5,False,0.09,Entretien
fake_augmented_entr_10,NEtOYaNT MEnAGeR MRR PROPE,1138.6,508.3,False,0.32,Entretien
fake_augmented_entr_11,NETTOyÂnT MENAGER,750.9,355.1,False,0.94,Entretien
fake_augmented_entr_12,NETOYANT mÉN@GÊ mR,879.6,592.0,False,0.26,Entretien
fake_augmented_entr_13,NNETTöY4NT mEAGER MR R0PREE,971.5,395.5,False,0.57,Entretien
fake_augmented_entr_14,NEEtTOYANT MENAGER MR ROPRE,729.6,289.9,False,0.29,Entretien
fake_augmented_entr_0,pRAyy üLLtt $URFaCeS,1102.1,412.9,False,0.08,Entretien
fake_augmented_entr_1,SPRAY MUL+1 SURFACES FLaSH,1147.5,608.9,False,0.28,Entretien
fake_augmented_entr_2,SPrAY ULTI SURFAcES FLASH,1098.8,366.9,False,0.84,Entretien
fake_augmented_entr_3,sPR@ MULTi SüRFACES FFlASH,1126.4,561.0,False,0.82,Entretien
fake_augmented_entr_4,SPRAY MUltL SURAACE5 FLASH,1113.8,252.8,False,0.67,Entretien
fake_augmented_entr_5,SPRAY MULTTI SURFACES FLASH,1015.5,507.2,False,0.91,Entretien
fake_augmented_entr_6,sPRAY MULti $uRFACES F1ASHH,846.1,349.6,False,0.71,Entretien
fake_augmented_entr_7,SPRy MULTI ' SUrFACEES FLASh,863.6,424.5,False,0.1,Entretien
fake_augmented_entr_8,SPRAy MULTI SURFaCES FLAH,1075.5,391.8,False,0.89,Entretien
fake_augmented_entr_9,SPRAY MULTI SURFACES FLA$H,1044.2,437.2,False,0.91,Entretien
fake_augmented_entr_10,SSPRAY muLLTl ! SURF4ccEs,842.9,282.1,False,0.92,Entretien
fake_augmented_entr_11,SPr4Y uLTIsurF4Cêês FL@$H,808.9,546.3,False,0.13,Entretien
fake_augmented_entr_12,SPRAY MULT| SURFÄCEES FLASH,1105.7,622.2,False,0.41,Entretien
fake_augmented_entr_13,sPRÄY MULt1 SURFaCES,906.0,515.6,False,0.99,Entretien
fake_augmented_entr_14,SPRAY MULTI SURFACESS F,893.7,293.7,False,0.27,Entretien
fake_augmented_entr_0,WC nÊT ANNARD,789.1,672.5,False,0.2,Entretien
fake_augmented_entr_1,WWc NET CANARD,823.2,405.9,False,0.33,Entretien
fake_augmented_entr_2,WC + NËT CANa,762.4,348.0,False,0.1,Entretien
fake_augmented_entr_3,WC nÈT CAnARD,1193.5,351.0,False,0.81,Entretien
fake_augmented_entr_4,WC NÊT canARD,763.2,483.2,False,0.13,Entretien
fake_augmented_entr_5,WC NÉT @NARd,1192.9,625.4,False,0.1,Entretien
fake_augmented_entr_6,WC NEt c4NN,874.8,359.5,False,0.43,Entretien
fake_augmented_entr_7,Wc Net CANARRD,1094.9,302.1,False,0.39,Entretien
fake_augmented_entr_8,WC NeT CANAD,804.3,310.4,False,0.85,Entretien
fake_augmented_entr_9,WC NET cAnÀR0,759.9,297.5,False,0.39,Entretien
fake_augmented_entr_10,WC NEEtt + A,733.1,275.5,False,0.69,Entretien
fake_augmented_entr_11,WC NEt CAnArD,807.6,463.7,False,0.16,Entretien
fake_augmented_entr_12,wC NÈT CCaNARD,1055.0,375.7,False,0.42,Entretien
fake_augmented_entr_13,WC NET CANARRD,850.1,500.7,False,0.96,Entretien
fake_augmented_entr_14,W neT CANARD,983.6,288.6,False,0.31,Entretien
fake_augmented_entr_0,NETTOYYANT SALLË DÈ BAIN,1108.0,687.6,False,0.52,Entretien
fake_augmented_entr_1,ETTT0YAn7 S4LLE dE BÀIN,753.6,302.3,False,0.43,Entretien
fake_augmented_entr_2,NETTOYANT SALLE De BIn,1091.6,678.7,False,0.85,Entretien
fake_augmented_entr_3,NEtTTOYANT SALLE DE B,823.6,263.2,False,0.71,Entretien
fake_augmented_entr_4,NETTOYANt sALLE DE BAIN,1079.1,535.2,False,0.39,Entretien
fake_augmented_entr_5,NTTOYAN+ SALlE DE ! 6A,858.2,352.9,False,0.16,Entretien
fake_augmented_entr_6,ne+oYANTT SALLEE dE BAIN,736.4,385.8,False,0.84,Entretien
fake_augmented_entr_7,NEtTOYaNTT SÄLLE DE B,790.1,567.8,False,0.19,Entretien
fake_augmented_entr_8,NNETTQQyAnT AALLLee DE BÄ,780.0,507.7,False,0.82,Entretien
fake_augmented_entr_9,NETTOYAnT SALLE DE BAIN,996.0,309.5,False,0.81,Entretien
fake_augmented_entr_10,NETTOYANT SALe DE BAINN,1018.9,367.4,False,0.61,Entretien
fake_augmented_entr_11,NeTToYNT & SALLE DE BAIN,743.6,506.4,False,0.19,Entretien
fake_augmented_entr_12,NE+ToYAT SALLLE DE BAIn,961.7,464.5,False,0.43,Entretien
fake_augmented_entr_13,Ne7toY4nnt AlLe QEE 8AIN,961.3,374.1,False,0.46,Entretien
fake_augmented_entr_14,NNEtTOyANT saLLE De BAIN,1070.9,391.7,False,0.98,Entretien
fake_augmented_entr_0,J@VEL LIQUIDE ST MMARC,999.4,278.6,False,0.35,Entretien
fake_augmented_entr_1,+ Je LIQUIDE SST MARC,989.7,402.5,False,0.57,Entretien
fake_augmented_entr_2,AvEEL I|QuiDE ST MARC,1076.9,565.0,False,0.81,Entretien
fake_augmented_entr_3,JAVEL 1IQUIDE sTT MARC,793.6,662.4,False,0.44,Entretien
fake_augmented_entr_4,JAVEL LiQUiDE ST MARC,1160.6,690.5,False,0.05,Entretien
fake_augmented_entr_5,AVEL # L|QuuID $T mÀRC,1142.4,561.3,False,0.48,Entretien
fake_augmented_entr_6,JAVEL LIQQuIDDE sT MAARC,869.0,686.9,False,0.39,Entretien
fake_augmented_entr_7,aVEL IQUIDe 5T,1147.7,286.0,False,0.75,Entretien
fake_augmented_entr_8,JAVEEL LIQUIDDE ST MARC,1107.4,471.8,False,0.31,Entretien
fake_augmented_entr_9,JAAVL LIQUIDE ST MMARC,1184.3,579.4,False,0.37,Entretien
fake_augmented_entr_10,JAVÈL LIQQUIDE ST MARC,779.7,574.4,False,0.86,Entretien
fake_augmented_entr_11,J4VEL 1IIQi0E SmRc,1012.0,608.3,False,0.15,Entretien
fake_augmented_entr_12,JAVE[ LIQUIDE ST MARC,750.7,295.4,False,0.72,Entretien
fake_augmented_entr_13,jAVEL LIUIDE SST MAC,759.7,627.7,False,0.08,Entretien
fake_augmented_entr_14,AVEL 1IQUIE st,1067.9,350.5,False,0.97,Entretien
fake_augmented_entr_0,NET+OY@NNt ViTRE GLÂSSS,950.4,589.6,False,0.15,Entretien
fake_augmented_entr_1,NETTOYAnT ViTRE GLass$S,996.7,284.8,False,0.81,Entretien
fake_augmented_entr_2,NÉTTOYannt v|+RRe ggLa,869.2,560.7,False,0.03,Entretien
fake_augmented_entr_3,NETTOYnT VITR G[@SsS,759.5,512.0,False,0.5,Entretien
fake_augmented_entr_4,NETTOYANT VITTRRE GLASSS,912.4,633.7,False,0.36,Entretien
fake_augmented_entr_5,nnE+T0AnT V|ttRe Gll4SSs,1105.9,384.4,False,0.06,Entretien
fake_augmented_entr_6,NETTOYYAAn VITRE G,1111.0,545.4,False,0.26,Entretien
fake_augmented_entr_7,ee+70Y4n+ ViTrÊ GlA,950.3,384.3,False,0.8,Entretien
fake_augmented_entr_8,NET+OYANT vI+RE GLAsSS -,798.3,531.4,False,0.92,Entretien
fake_augmented_entr_9,NETTOYYANT VITRE GLASSS,1155.5,573.4,False,0.57,Entretien
fake_augmented_entr_10,NETt0YANT VITRE GLASSS,912.7,562.9,False,0.57,Entretien
fake_augmented_entr_11,NÊTTOYANT - VltRE 6LASS$,1104.4,670.4,False,0.47,Entretien
fake_augmented_entr_12,NËTTTOYANt VVITRE ggLA5sS,716.0,372.8,False,0.06,Entretien
fake_augmented_entr_13,ETToYNT VITREGG[aSSs,1178.9,661.7,False,0.78,Entretien
fake_augmented_entr_14,NEttoYÂNT VItE gLsSS,1010.3,402.1,False,0.6,Entretien
fake_augmented_entr_0,LINggeTTEs NËTTOYANTÊS EaSYw1PE$,909.0,306.3,False,0.78,Entretien
fake_augmented_entr_1,LINGETTES NETTOYANTES eASYW|PES,1185.3,438.5,False,0.39,Entretien
fake_augmented_entr_2,L|CTtES *NNÈT7OyANTES E@SyW|Pe$,826.6,662.8,False,0.88,Entretien
fake_augmented_entr_3,LlN3TtE5 NNE+TT0antes / ËA$YWI,989.3,517.0,False,0.76,Entretien
fake_augmented_entr_4,LINGÈTTES NETTOYANTeS EAsY1PE$,769.2,553.5,False,0.68,Entretien
fake_augmented_entr_5,LInGeTtE NeTtOY4NTES EASYWIPPEEs,997.6,355.7,False,0.56,Entretien
fake_augmented_entr_6,LîNGTTEs nETTOYAN7ÈS E4$yWIpES,1004.6,458.7,False,0.58,Entretien
