nom_fichier,texte_brut,y_centre,x_gauche,est_un_prix,confiance_ocr,categorie_cible
im10_aug_1.jpeg,"4,15",859.0,767.0,True,1.0,
im10_aug_1.jpeg,2 TABOULE POULET 300,890.0,324.0,False,0.74,
im10_aug_1.jpeg,"2,95",890.0,656.0,True,1.0,
im10_aug_1.jpeg,"5,90",889.0,767.0,True,0.99,
im10_aug_1.jpeg,2 ROCHER AMANDES .80G,919.0,323.0,False,0.73,
im10_aug_1.jpeg,"3,25",919.0,655.0,True,1.0,
im10_aug_1.jpeg,"6,50",920.0,767.0,True,0.78,
im10_aug_1.jpeg,Nombre d'articles,973.0,260.0,False,0.97,
im10_aug_1.jpeg,TOTAL,1014.0,259.0,False,1.0,
im10_aug_1.jpeg,TTC:,1012.0,427.0,False,0.97,
im10_aug_1.jpeg,"20 ,70",1015.0,595.0,False,0.58,
im10_aug_1.jpeg,EUR,1014.0,767.0,False,0.99,
im10_aug_1.jpeg,Code TVA,1053.0,259.0,False,0.56,
im10_aug_1.jpeg,HT,1053.0,486.0,False,0.77,
im10_aug_1.jpeg,TVA,1052.0,586.0,False,0.92,
im10_aug_1.jpeg,TTC,1053.0,711.0,False,0.66,
im10_aug_1.jpeg,(1) 5.50x,1084.0,259.0,True,0.79,
im10_aug_1.jpeg,"19,62",1083.0,445.0,True,0.97,
im10_aug_1.jpeg,"1,08",1084.0,571.0,True,1.0,
im10_aug_1.jpeg,"20, 70",1084.0,683.0,False,0.66,
im10_aug_1.jpeg,TOTAL HT,1114.0,260.0,False,0.62,
im10_aug_1.jpeg,"19 ,62",1114.0,443.0,False,0.65,
im10_aug_1.jpeg,(A) Espèces,1169.0,301.0,False,0.77,
im10_aug_1.jpeg,"20 ,70",1169.0,769.0,False,0.73,
im10_aug_1.jpeg,Tous nos prix sont,1221.0,371.0,False,0.51,
im10_aug_1.jpeg,en EUR,1222.0,642.0,False,1.0,
im10_aug_1.jpeg,sauf   indication contraire,1252.0,369.0,False,0.85,
im10_aug_1.jpeg,SIRET 89506664500014,1281.0,327.0,False,0.74,
im10_aug_1.jpeg,NAF 4711B,1284.0,655.0,False,0.56,
im10_aug_1.jpeg,Tva Intracom  FR66895066645,1311.5,369.0,False,0.76,
im10_aug_1.jpeg,LEO2 v2.52.094.100,1369.0,283.0,True,0.73,
im10_aug_1.jpeg,(NF525 ) B0OO1rLYO,1373.0,581.0,False,0.32,
im10_aug_1.jpeg,Service,1401.0,381.0,False,1.0,
im10_aug_1.jpeg,A .MANAGER ( 1)*,1404.0,525.0,False,0.46,
im10_aug_1.jpeg,Ca isse,1432.0,440.0,False,0.77,
im10_aug_1.jpeg,TPV1,1433.0,597.0,False,0.91,
im10_aug_1.jpeg,'cocciMarket,256.17,473.01,False,0.62,
im10_aug_2.jpeg,EicocciMarket,282.0,367.0,False,0.23,
im10_aug_2.jpeg,CoccihaRKet City,360.5,446.0,False,0.23,
im10_aug_2.jpeg,5 RUE AuGUSTE HIE,418.0,440.0,False,0.37,
im10_aug_2.jpeg,75014 PARIS,446.0,344.0,False,0.93,
im10_aug_2.jpeg,4EME   ARRONDISSEHENT,443.5,519.0,False,0.74,
im10_aug_2.jpeg,France,474.0,520.0,False,1.0,
im10_aug_2.jpeg,Date,523.0,381.0,False,1.0,
im10_aug_2.jpeg,79702/2026,523.5,478.0,False,0.57,
im10_aug_2.jpeg,22:12,521.0,654.0,False,0.99,
im10_aug_2.jpeg,Ticket n,563.0,335.0,False,0.99,
im10_aug_2.jpeg,45 0000 Oo| 00199900,562.0,501.0,False,0.27,
im10_aug_2.jpeg,DUplICATR,626.0,294.0,False,0.12,
im10_aug_2.jpeg,79-02*2026 ^ 23808,625.0,461.0,False,0.15,
im10_aug_2.jpeg,0745000000100199500,668.0,292.0,False,0.45,
im10_aug_2.jpeg,(8f525 )boootLxrl,666.0,599.0,False,0.2,
im10_aug_2.jpeg,Oté Désignation,754.0,298.0,False,0.98,
im10_aug_2.jpeg,PU Tot.TTC,750.0,668.0,False,0.59,
im10_aug_2.jpeg,EUR,778.0,782.0,False,1.0,
im10_aug_2.jpeg,HIni BATOnS BERGER,831.0,351.0,False,0.29,
im10_aug_2.jpeg,"4,15",829.0,657.0,True,0.92,
im10_aug_2.jpeg,"4,15",829.0,767.0,True,1.0,
im10_aug_2.jpeg,Epicerie 5.5,863.0,351.0,False,0.69,
im10_aug_2.jpeg,"4,15",860.0,656.0,True,0.94,
im10_aug_2.jpeg,"4,15",859.0,768.0,True,1.0,
im10_aug_2.jpeg,TABDULE POULET 300,889.0,351.0,False,0.49,
im10_aug_2.jpeg,"2,95",888.0,656.0,True,1.0,
im10_aug_2.jpeg,"5,90",888.0,768.0,True,1.0,
im10_aug_2.jpeg,2 ROCHER AHandes . BoG,920.0,323.0,False,0.21,
im10_aug_2.jpeg,"3,25",917.0,657.0,True,1.0,
im10_aug_2.jpeg,"6,50",917.0,767.0,True,0.56,
im10_aug_2.jpeg,Nombre d' articles,977.0,261.0,False,0.55,
im10_aug_2.jpeg,TOTAL,1016.0,261.0,False,0.97,
im10_aug_2.jpeg,TTC:,1014.0,429.0,False,0.9,
im10_aug_2.jpeg,20,1012.0,595.0,False,1.0,
im10_aug_2.jpeg,70,1012.0,681.0,False,1.0,
im10_aug_2.jpeg,EUR,1012.0,767.0,False,1.0,
im10_aug_2.jpeg,Code TVA,1057.0,261.0,False,0.58,
im10_aug_2.jpeg,HT,1054.0,486.0,False,0.67,
im10_aug_2.jpeg,TVA,1052.0,588.0,False,0.41,
im10_aug_2.jpeg,TTC,1052.0,714.0,False,0.4,
im10_aug_2.jpeg,(1) 5.50x,1086.0,261.0,True,0.58,
im10_aug_2.jpeg,"19,62",1084.0,448.0,True,0.99,
im10_aug_2.jpeg,"1,08",1083.0,573.0,True,0.55,
im10_aug_2.jpeg,"20 ,70",1082.0,685.0,False,0.84,
im10_aug_2.jpeg,ToTaL HT,1115.0,261.0,False,0.18,
im10_aug_2.jpeg,"19,62",1114.0,446.0,True,0.86,
im10_aug_2.jpeg,(A) Especes,1170.0,304.0,False,0.34,
im10_aug_2.jpeg,"20,70",1168.0,772.0,True,1.0,
im10_aug_2.jpeg,Tous nos prix sont,1222.0,375.0,False,0.63,
im10_aug_2.jpeg,en EUR,1221.0,644.0,False,0.99,
im10_aug_2.jpeg,sêuf   indicat ion contraire,1252.5,373.0,False,0.25,
im10_aug_2.jpeg,SIRET 89506664500014,1281.0,329.0,False,0.89,
im10_aug_2.jpeg,NAF 47118,1283.0,657.0,False,0.89,
im10_aug_2.jpeg,Tva Intracon FR66895066645,1311.0,375.0,False,0.62,
im10_aug_2.jpeg,"LE02 v2.52,094.100",1369.0,287.0,True,0.26,
im10_aug_2.jpeg,(MF525)Boo0IrLYo,1372.0,586.0,False,0.17,
im10_aug_2.jpeg,Service,1401.0,385.0,False,0.98,
im10_aug_2.jpeg,"4 ,Manager (1 )+",1404.0,531.0,False,0.21,
im10_aug_2.jpeg,Ca Isse,1432.0,444.0,False,0.87,
im10_aug_2.jpeg,TPV1,1433.0,601.0,False,0.52,
im11_aug_0.jpeg,'cocciMarket,314.5,412.0,False,0.66,
im11_aug_0.jpeg,5 RUE,471.0,413.0,False,0.99,
im11_aug_0.jpeg,75014 PARIS,503.0,316.0,False,0.72,
im11_aug_0.jpeg,Date,582.0,368.0,False,1.0,
im11_aug_0.jpeg,45 0000 oo|,598.0,492.0,False,0.12,
im11_aug_0.jpeg,Ticket,623.0,327.0,False,1.0,
im11_aug_0.jpeg,72;04,658.0,572.0,False,0.28,
im11_aug_0.jpeg,mupiMaAT,686.5,292.0,False,0.03,
im11_aug_0.jpeg,"""(52s)b0O0H6Hgh",686.0,588.0,False,0.01,
im11_aug_0.jpeg,P.U Tot.TTC,761.5,670.0,False,0.53,
im11_aug_0.jpeg,ion,797.0,478.0,False,0.99,
im11_aug_0.jpeg,EUR,784.5,785.0,False,1.0,
im11_aug_0.jpeg,Oté,813.5,309.0,False,0.45,
im11_aug_0.jpeg,"4,19",835.0,779.0,True,0.69,
im11_aug_0.jpeg,inOIS,863.0,547.0,False,0.27,
im11_aug_0.jpeg,"1,75",878.0,675.0,True,1.0,
im11_aug_0.jpeg,5oCL,905.0,443.0,False,0.45,
im11_aug_0.jpeg,LE,890.0,594.0,False,1.0,
im11_aug_0.jpeg,"0,30",906.0,677.0,True,0.55,
im11_aug_0.jpeg,"0,30",894.0,785.0,True,0.95,
im11_aug_0.jpeg,5.5 %,928.0,503.0,False,0.76,
im11_aug_0.jpeg,EUR,984.0,793.0,False,1.0,
im11_aug_0.jpeg,TvA,1045.0,625.0,False,0.39,
im11_aug_0.jpeg,TTC,1030.0,747.0,False,0.8,
im11_aug_0.jpeg,Code_TVA,1079.0,311.0,False,0.98,
im11_aug_0.jpeg,HT,1058.0,530.0,False,0.6,
im11_aug_0.jpeg,"0,33",1075.0,611.0,True,0.78,
im11_aug_0.jpeg,"6,24",1061.0,735.0,True,0.96,
im11_aug_0.jpeg,"5,91",1087.0,505.0,True,0.8,
im11_aug_0.jpeg,(1),1114.0,318.0,False,0.69,
im11_aug_0.jpeg,HT,1131.0,399.0,False,0.77,
im11_aug_0.jpeg,"(B) C.B ,",1186.0,362.0,False,0.46,
im11_aug_0.jpeg,sont en,1211.5,626.0,False,0.96,
im11_aug_0.jpeg,Tous nos_,1231.0,437.0,False,0.82,
im11_aug_0.jpeg,ion contraire-,1239.0,606.0,False,0.86,
im11_aug_0.jpeg,NaF 47118,1256.0,720.0,False,0.67,
im11_aug_0.jpeg,'77489506664504886895066645,1301.5,442.0,False,0.12,
im11_aug_0.jpeg,100,1364.0,577.0,False,0.99,
im11_aug_0.jpeg,(nF525)8O001 Jp2g,1347.0,657.0,False,0.3,
im11_aug_0.jpeg,LEO2,1386.0,371.0,False,0.86,
im11_aug_0.jpeg,MANAGER (1)*,1384.5,631.0,False,0.88,
im11_aug_0.jpeg,TPVI,1413.0,681.0,False,0.54,
im11_aug_0.jpeg,Caisse,1430.0,527.0,False,0.99,
im11_aug_0.jpeg,CitY,397.2,569.51,False,0.25,
im11_aug_0.jpeg,Cocciharket,414.61,412.02,False,0.5,
im11_aug_0.jpeg,MIE,452.96,592.34,False,0.96,
im11_aug_0.jpeg,AUGUSTE,464.04,488.14,False,1.0,
im11_aug_0.jpeg,ARRONDISSEMENT,484.35,556.29,False,0.99,
im11_aug_0.jpeg,14EME,492.63,481.34,False,0.95,
im11_aug_0.jpeg,France,520.27,496.54,False,1.0,
im11_aug_0.jpeg,21:01,551.25,631.97,False,0.98,
im11_aug_0.jpeg,19702/2026,572.47,460.97,False,0.74,
im11_aug_0.jpeg,00799892,585.43,646.26,False,0.68,
im11_aug_0.jpeg,79 02-226,675.39,453.26,False,0.2,
im11_aug_0.jpeg,D745000000100199892-|,734.57,294.29,False,0.61,
im11_aug_0.jpeg,Désignat,810.45,365.14,False,1.0,
im11_aug_0.jpeg,"4,19",850.42,670.66,True,1.0,
im11_aug_0.jpeg,"1,75",867.27,781.34,True,1.0,
im11_aug_0.jpeg,CHOCO/1,876.09,467.21,False,0.3,
im11_aug_0.jpeg,TRESOR,888.09,373.21,False,1.0,
im11_aug_0.jpeg,MATIN,899.7,510.14,False,0.85,
im11_aug_0.jpeg,BOUT,917.81,376.28,False,0.9,
im11_aug_0.jpeg,Epicerie,947.14,378.78,False,0.7,
im11_aug_0.jpeg,articles,992.62,423.78,False,0.99,
im11_aug_0.jpeg,"6 ,24",1004.25,656.3,False,0.92,
im11_aug_0.jpeg,Nombre,1008.67,302.14,False,1.0,
im11_aug_0.jpeg,TTC:,1024.42,466.34,False,0.79,
im11_aug_0.jpeg,TOTAL,1043.69,304.22,False,0.99,
im11_aug_0.jpeg,5.50x,1106.12,367.34,True,0.94,
im11_aug_0.jpeg,"5,91",1121.36,505.41,True,1.0,
im11_aug_0.jpeg,"6 ,24",1138.78,831.41,False,0.95,
im11_aug_0.jpeg,TOTAL,1141.14,315.34,False,0.74,
im11_aug_0.jpeg,EUR,1202.47,739.41,False,1.0,
im11_aug_0.jpeg,prix,1224.4,556.14,False,1.0,
im11_aug_0.jpeg,indicat,1255.97,509.21,False,0.99,
im11_aug_0.jpeg,sauf,1265.82,438.28,False,0.99,
im11_aug_0.jpeg,89506664500014,1289.29,481.88,False,1.0,
im11_aug_0.jpeg,SIRET,1299.23,399.28,False,1.0,
im11_aug_0.jpeg,v2.52.094 .,1379.4,437.06,True,0.46,
im11_aug_0.jpeg,Service,1407.48,467.14,False,1.0,
im11_aug_1.jpeg,CoCCIHArKet City,395.5,480.0,False,0.1,
im11_aug_1.jpeg,5 RuE Auguste HIE,454.0,473.0,False,0.31,
im11_aug_1.jpeg,PARiS  T4EME ARRONDISSEMENT,481.0,450.0,False,0.16,
im11_aug_1.jpeg,France,509.0,547.0,False,1.0,
im11_aug_1.jpeg,Date,548.5,407.0,False,0.71,
im11_aug_1.jpeg,1970272525,556.0,503.0,False,0.62,
im11_aug_1.jpeg,"21,01",563.0,678.0,True,0.38,
im11_aug_1.jpeg,Ticket n*,586.0,360.0,False,0.45,
im11_aug_1.jpeg,45 €o00 001 00199892,602.0,525.0,False,0.22,
im11_aug_1.jpeg,Mupui_nR &,644.0,318.0,False,0.01,
im11_aug_1.jpeg,702 22,654.5,478.0,False,0.16,
im11_aug_1.jpeg,"28,01",662.0,602.0,True,0.17,
im11_aug_1.jpeg,"Dt4sonoouo/od7s9852 7""(7f525)8o00uKoh",701.5,308.0,False,0.0,
im11_aug_1.jpeg,Oté Désignation,774.0,310.0,False,0.45,
im11_aug_1.jpeg,P.U Tot.TTC,791.0,677.0,False,0.55,
im11_aug_1.jpeg,EUR,822.0,786.0,False,1.0,
im11_aug_1.jpeg,B8EFOROC7DGo71oT5,866.5,359.0,False,0.01,
im11_aug_1.jpeg,"4,19",866.0,662.0,True,0.99,
im11_aug_1.jpeg,"4,19",872.0,770.0,True,1.0,
im11_aug_1.jpeg,Matin LE,888.0,495.0,False,0.59,
im11_aug_1.jpeg,"1,75",896.0,660.0,True,0.99,
im11_aug_1.jpeg,"1,75 ]",902.0,770.0,True,0.64,
im11_aug_1.jpeg,Epicerie 5.5 %,910.0,357.0,False,0.54,
im11_aug_1.jpeg,"0,30",924.0,658.0,True,0.53,
im11_aug_1.jpeg,"0,30",930.5,763.0,True,0.99,
im11_aug_1.jpeg,Nombre d articles,958.0,268.0,False,0.38,
im11_aug_1.jpeg,Code,1033.0,265.0,False,0.97,
im11_aug_1.jpeg,TÆTAL,996.5,263.0,False,0.13,
im11_aug_1.jpeg,Tva,1036.0,336.0,False,0.63,
im11_aug_1.jpeg,TTC:,1003.5,430.0,False,0.71,
im11_aug_1.jpeg,"6,24 EUR",1020.0,620.0,True,0.78,
im11_aug_1.jpeg,(1 5.50*,1063.5,263.0,True,0.34,
im11_aug_1.jpeg,HT,1044.0,484.0,False,0.9,
im11_aug_1.jpeg,TVa,1050.0,582.0,False,0.33,
im11_aug_1.jpeg,TTC,1058.0,708.0,False,0.8,
im11_aug_1.jpeg,Total HT,1091.0,261.0,False,0.44,
im11_aug_1.jpeg,"5,91",1072.0,455.0,True,1.0,
im11_aug_1.jpeg,"0,33",1079.0,565.0,True,0.87,
im11_aug_1.jpeg,"6,24",1086.0,687.0,True,1.0,
im11_aug_1.jpeg,"5,91",1101.0,453.0,True,0.7,
im11_aug_1.jpeg,"(B) C.8 ,",1148.0,301.0,False,0.37,
im11_aug_1.jpeg,"6,24",1176.0,770.0,True,1.0,
im11_aug_1.jpeg,Tous,1202.0,366.0,False,0.99,
im11_aug_1.jpeg,prix sont,1217.0,485.0,False,0.85,
im11_aug_1.jpeg,en EUR,1223.0,627.0,False,0.95,
im11_aug_1.jpeg,Fauforndication contraire,1244.0,360.0,False,0.32,
im11_aug_1.jpeg,SIRFVA 99506860500818,1273.0,312.0,False,0.07,
im11_aug_1.jpeg,NaF-47118,1284.0,637.0,False,0.32,
im11_aug_1.jpeg,Intracow FR66895066645,1304.0,410.0,False,0.57,
im11_aug_1.jpeg,"LEO2 v2,52.094.100",1348.0,266.0,True,0.73,
im11_aug_1.jpeg,Service,1380.0,363.0,False,1.0,
im11_aug_1.jpeg,MANAGER (7)*,1392.5,526.0,False,0.4,
im11_aug_1.jpeg,Caisse,1412.5,417.0,False,1.0,
im11_aug_1.jpeg,TPVI,1421.0,573.0,False,0.27,
im11_aug_1.jpeg,ScocciMarke},295.05,478.09,False,0.5,
im11_aug_1.jpeg,75014,464.58,376.9,False,0.91,
im11_aug_1.jpeg,TRESOR,844.56,367.05,False,0.98,
im11_aug_1.jpeg,nos,1204.58,433.02,False,0.95,
im11_aug_1.jpeg,(HF525)00001Jp2g,1355.61,565.3,False,0.86,
im11_aug_2.jpeg,'cocciMarke},314.5,401.0,False,0.76,
im11_aug_2.jpeg,5 RUE,474.0,405.0,False,0.92,
im11_aug_2.jpeg,PARIS,503.5,391.0,False,1.0,
im11_aug_2.jpeg,27201,546.0,629.0,False,0.64,
im11_aug_2.jpeg,Date,586.0,361.0,False,1.0,
im11_aug_2.jpeg,"""45 0000 Oo|",599.0,484.0,False,0.23,
im11_aug_2.jpeg,Ticket n',627.5,320.0,False,0.64,
im11_aug_2.jpeg,DupliDAA H,693.0,292.0,False,0.03,
im11_aug_2.jpeg,P.U,768.5,671.0,False,0.3,
im11_aug_2.jpeg,EUR,781.0,787.0,False,1.0,
im11_aug_2.jpeg,ion,799.0,476.0,False,1.0,
im11_aug_2.jpeg,Oté,820.0,311.0,False,0.98,
im11_aug_2.jpeg,"4,19",829.0,781.0,True,1.0,
im11_aug_2.jpeg,NoIS,864.0,549.0,False,0.18,
im11_aug_2.jpeg,"4,19",844.0,674.0,True,0.99,
im11_aug_2.jpeg,"1,75",858.0,785.0,True,1.0,
im11_aug_2.jpeg,LE,889.0,595.0,False,1.0,
im11_aug_2.jpeg,"1,75",876.0,677.0,True,1.0,
im11_aug_2.jpeg,"0 ,30",888.0,787.0,False,0.83,
im11_aug_2.jpeg,"0 ,30",904.0,679.0,False,0.7,
im11_aug_2.jpeg,EUR,977.5,798.0,False,1.0,
im11_aug_2.jpeg,TTC,1026.0,753.0,False,0.74,
im11_aug_2.jpeg,TvA,1043.0,629.0,False,0.54,
im11_aug_2.jpeg,HT,1059.0,535.0,False,0.56,
im11_aug_2.jpeg,Code_TVA_,1084.0,316.0,False,0.53,
im11_aug_2.jpeg,"5,91",1089.0,511.0,True,0.82,
im11_aug_2.jpeg,(1),1119.0,323.0,False,0.99,
im11_aug_2.jpeg,HT,1135.0,407.0,False,0.6,
im11_aug_2.jpeg,(B) €.B .,1190.0,372.0,False,0.39,
im11_aug_2.jpeg,en,1204.0,710.0,False,1.0,
im11_aug_2.jpeg,Tous,1238.0,448.0,False,0.98,
im11_aug_2.jpeg,4711B,1249.0,787.0,False,0.76,
im11_aug_2.jpeg,sauf,1264.5,448.0,False,0.82,
im11_aug_2.jpeg,'Intracon,1319.5,509.0,False,0.86,
im11_aug_2.jpeg,100,1364.0,591.0,False,1.0,
im11_aug_2.jpeg,'(8E5?5 }89o01 Jp29,1352.5,668.0,False,0.05,
im11_aug_2.jpeg,LEO2 v2;,1388.5,380.0,False,0.31,
im11_aug_2.jpeg,MANAGER,1382.5,645.0,False,0.98,
im11_aug_2.jpeg,TPV1,1411.0,695.0,False,0.4,
im11_aug_2.jpeg,Ca isse,1430.0,541.0,False,0.87,
im11_aug_2.jpeg,CiTY,397.2,559.51,False,0.28,
im11_aug_2.jpeg,Cocciharket,419.19,401.91,False,0.57,
im11_aug_2.jpeg,MIE,452.47,584.41,False,0.97,
im11_aug_2.jpeg,AUGUSTE,467.68,479.88,False,1.0,
im11_aug_2.jpeg,ARRONDISSEMENT,484.93,548.02,False,0.92,
im11_aug_2.jpeg,14EME,496.25,473.06,False,0.96,
im11_aug_2.jpeg,75014,515.62,311.28,False,1.0,
im11_aug_2.jpeg,France,522.83,489.48,False,0.82,
im11_aug_2.jpeg,7970272026,575.62,455.68,False,0.75,
im11_aug_2.jpeg,00799892,584.03,640.08,False,0.75,
im11_aug_2.jpeg,2;0,661.31,568.51,False,0.43,
im11_aug_2.jpeg,)BoooIohgh,686.12,670.8,False,0.13,
im11_aug_2.jpeg,790222,677.7,448.92,False,0.64,
im11_aug_2.jpeg,'(Nf525),697.8,590.34,False,0.29,
im11_aug_2.jpeg,0745000000100199892-|,739.81,290.73,False,0.27,
im11_aug_2.jpeg,TTC,754.45,778.41,False,0.58,
im11_aug_2.jpeg,Tot _,761.9,725.41,False,0.97,
im11_aug_2.jpeg,Désignat i,816.64,363.78,False,0.45,
im11_aug_2.jpeg,CHOCO/I,878.62,469.06,False,0.34,
im11_aug_2.jpeg,TRESOR,893.73,373.97,False,1.0,
im11_aug_2.jpeg,MATIN,901.73,512.14,False,0.85,
im11_aug_2.jpeg,5OCL,911.85,446.28,False,0.6,
im11_aug_2.jpeg,BOUT,921.81,378.28,False,0.91,
im11_aug_2.jpeg,"5.,5",932.98,503.34,False,0.34,
im11_aug_2.jpeg,Epicerie,951.19,381.68,False,1.0,
im11_aug_2.jpeg,"6 ,24",1003.96,657.91,False,0.76,
im11_aug_2.jpeg,articles,996.2,427.56,False,0.99,
im11_aug_2.jpeg,Nombre,1015.2,306.06,False,1.0,
im11_aug_2.jpeg,TTC:,1025.98,471.34,False,0.43,
im11_aug_2.jpeg,TOTAL,1050.82,308.97,False,0.86,
im11_aug_2.jpeg,"6,24",1061.29,741.41,True,0.63,
im11_aug_2.jpeg,"0,33",1077.29,617.41,True,0.8,
im11_aug_2.jpeg,5.50x,1112.23,373.14,True,0.95,
im11_aug_2.jpeg,"5,91",1123.36,513.41,True,0.99,
im11_aug_2.jpeg,"6,24",1133.33,838.41,True,0.57,
im11_aug_2.jpeg,TOTAL,1147.7,323.21,False,0.41,
im11_aug_2.jpeg,EUR,1197.91,749.41,False,1.0,
im11_aug_2.jpeg,sont,1211.71,637.41,False,1.0,
im11_aug_2.jpeg,prix,1224.92,565.14,False,1.0,
